DB00490,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0001000201001000001000000400060000000000000040000000200020000000002001002002008000200004500310000400801a0000200000000000001c000400000000000040000040200000a00201000200003604061020800861021000180000000000000000000000001000000008000018014608014002100000002280
DB00491,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,00000000010000000010000000000400003800800000000000000000200000000000000000000080002000005001000000000002028000000028000000080008100000000000000001c0200000000201000000001000001007000080001000100000000100000000000000001000000000000000000400000000000000000a00
DB00494,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,00000006c0008018201001000001062000000004000800008210208000000400158000000040086004200004401290000001820200010000201001420000c018204004000200010000018000008206024002000018000600600004010040141800040000c0000000004a21004001a00000480000000e0101040000000c008280
DB00496,Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,04031000010002082010010a000106000000104102000010020400002100024000300880000808c00830000040039000058080120020000041040001000c2018080000000200000004000000000202010000010018200620010000008150001000000000a00000000012000050800004040003800006000a0000200000802600
DB00499,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,00004002000018104010010000010600240000008000000000000c00000000001400000000000870042800044000900400018080011000002012014000000010000400000200000008000000000000104812000018040600200020000040001000040000c000000000000000900000a002408000000600010010000004000200
DB00501,Cimetidine,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,00000042400080002100400000300c100009004000000002000000040000200000000100020140021020800042000800000040050034000800020010001c800424800800022003000000000040001080000001020001000021200600080000000044000001000000420040000001022000002014004600004000000102012200
DB00502,Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,0002800001000a0000100102020106000000000000004010000000002000000000100900000808c00830000050019800060080a60020100000200000000c0008000000000200008000800000001002010000010018020320010000800050001400002001800000000004000010000001000000000006800ac000000000822600
DB00514,Dextromethorphan,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,00000000430002082010010a000106000000102040000002020400002000000100000880000808c0083000005081800000000002202000000100002102040008000002000200000002082000000202010000010018200010000040008150001000000000800000010012000010000000040002020006000a0002000000002600
DB00515,Cisplatin,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],0000000000000000000000000000000000000000000000000000000000000100400000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000004010000000000000000000000000000040000000000000020000
DB00518,Albendazole,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0000000201800220000a0080001003000004004000004000000100000000000000000300000048400170800460008000020180020044000002000040001c000c04030008000040000020000000a00801c00000004c000c30218008000020001900002000000000820002000000800000000002080046180150000000010101a0
DB00521,Carteolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,040040028000020820100108000106003000108086002040060000000000020000000810000808c00838002440009040048080020810000001220041000c2008102480802200800008800008000226014010010018000600270020800840041000000801c10000000000001010801080000083000006800b0000000020020640
DB00523,Alitretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,0000040001040000000000000000000040000000000000010000000000000402010000000010000000000000400000000002800020020000000004000008000c000000000000002000092090000000010000000000000a0000408000000000120020100000000000004040008000000000000000000000002482000000000000
DB00527,Cinchocaine,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,040000024400381820004108040107008004100002008100060000000200100c00010200000108400024000440008000808088020040208031004541201c200c100000080200000000680000000200014002004028028608218000008244801c00004000c0000000000000008000000009000300000600018004800004000220
DB00528,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,00410002810002192010130180030700000800c000900000020000212100040015400c00009b08e04eb00004400090000c0380220200080020181148100d111810870000031000002043001806006a014002012118000a003300804000400c9094843c00e000000000400000d0042101005002808006020a0400000044002610
DB00530,Erlotinib,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,040000020000400820000908082906000044300000004000060880100000080800002100000008500130000440009800048040270040000001200041020c800c00040000120040080860000a102604004100000008040028248040400a40000000042004800000000204000000800080004082080046000840000000002001c0
DB00531,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,000480000000000010000000004004400000000000004000000044020000002001000000000100040020000040040000000000020002002000002000002a020820020030402201000083000000000000200000001220091801000000000000100000000008002000020002008001800000000085000400080001004000029200
DB00537,Ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,00004002008098000010432006010610000410020000c070000080000000000002000100c0000ac000200004500180000000880201603000000000c0000c000d00040400820040040820000000400000c010000038068a78608000248250001e000400008000000008008080100400810840800000078040c004000000000240
DB00542,Benazepril,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,00014002010042000010112284010700200800800000204003000000201001000010080008080ac0083820244001b0000600800200302003801a1048000c100a10a680000200000008400008000002014010012038000e00330020010250001a00000400800000800800001010001081080882000006000b2000508020402600
DB00543,Amoxapine,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,0000804608040028200001080c01060080403000000001001600c01402401400000005040011084b1820000444008830020008064000a008810004c100186088020308000a0204000100a000000200004140010028008100230002200240000000082000c8000000401004008021080008080338008604604406040000020200
DB00544,Fluorouracil,FC1=CNC(=O)NC1=O,0000000200000000001000000600060000000000000040000000000000000000060001000000002004000004000000000000800000c0100000220000000c0004000000001000c00000400000000000000000000000000000208000400010000000040000c0000000200000000004080000004000004200004000000000000280
DB00546,Adinazolam,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,0080800a040400194020050098010e804100004000980006148000000920140100000900000808450921012444008c00020008840000820880060040000c248c0a008800020202250040000000240080400200012801a100610000000040011000802010e00004c040080040400210010000009c00860c02c4040080a4360600
DB00555,Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,0000800380000008e000118001010a30030080402000800c850000000c080a0000000100110008420000000040009800020000040000000080030000801c600c0002810002802000050000004024600000000020080091002100084000414000000424018018020010000200000000600001400c0006100140000a80102a0000
DB00557,Hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,00008000000000000000010084010600000000800000000000000000030010000000000000090840082000004000880002000866000020000010140800090008100000000200000000000000000000000000000028008100160000200a40001000002400e000000000040000c000002108000380000600020004000000020600
DB00559,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,04004016808010186100050a18b906008100102a04004004028091000000080890104380a00808400804200460049840020444820a000103816a0005023cc02c040820001a0040080840210010266001814a02001a24190026c400440840201800000a00b0000200102200000880002c0400062c2046000a50004400082505e0
DB00563,Methotrexate,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1003c00a01a058000018090298090e300a1a10c80010c0000000e0002200180110400100000208c0412100044000b0000600882202108000008e0440100c010c18040000020000000840000040200201401000001c068e40238108400040001c00140000c0000001080080009000008c0000810c00461801e004400080800ac0
DB00564,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,00000002000000000000010000010a0000000000040000028000009000022441000020000040084000280104400080000000800000100000800200420000000000040400020000000800000200000000400000001800040020022010004080000010000082000000024020104000128000408000002600010400000000004000
DB00568,Cinnarizine,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,00000000000080000000010004010600000000000000000080100080030014000000000000490840082000004000800000000802000120000000040200000000200004000200010000000000008010000000000028008000000000200240001000000000e000000000482000c001000008400180000600020404000000000600
DB00572,Atropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,000000400100000000100100000107000008004000000010000000002000004000000000010808c008200000500190001100800200880000400400000008100808a200000200000005c02000000002010001002018000a1001000080005000100000040180000000000000001000100000000200000600060002200000002600
DB00574,Fenfluramine,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F,0000000000010000001001000001060000001001000000000000040000000000000008800008085008300000400080020000000201000000000000000008000800000000020000000000000000000201000001001820000001000000814000100000000080000000000000009000000004000000000600020010000000000600
DB00575,Clonidine,ClC1=CC=CC(Cl)=C1NC1=NCCN1,00008006000000100000000000001e000000000000000020000204040900200100000000000208461020001440008800020020040000040800000040001000000004080000400000080000000000000060220100280101002002000000020000001020800000040040000000000000800a008090000600000000010004024200
DB00584,Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,000100000100520000100102840107000008008000000010000000002000000000000800000808c0083020004001b000060080120120200380181008000c1008108200000200000000400000000002010000012038040e00130000010250001800000400800000000000000010000001080002000006000b2000400000402600
DB00586,Diclofenac,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,00008002000000000000010000010200000000400000002000000010080000400000200000080841082100044000980003008004000004004006004000080008080480000200000008000002000000004000040048000b0021000000004000100000200080000600020000080000108000008008002610020000200020020400
DB00588,Fluticasonepropionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,000100428140000000100101001913040028140000000000000000800200040205a1400000104001000030014002d0000403802a80a400000000041008081408048a00008000000012412000000220010000002100000a800180810000720814002004000000002204404020b000200000000200130000022402000087030200
DB00589,Lisuride,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,000000322910e8000210030245910e100004114000000000800820840000240a00400880015b084a08300004410080009802a9020061280000000042000e010c20000410020005440022044200801201400001003a2184082080800193400018012420008000000008482048c00101000c40400000260c032c04020000012620
DB00590,Doxazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,0400200200002009201001080c29060202041088022040000608a200000008080004210020000840012400044000d0001080c0060040200001301041021ca00c102000008000400800e0000200a60600400000003e040628378008e10a20001800002001000000000004000800800041080002180046080940001000002802c0
DB00591,Fluocinoloneacetonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,00010002814000000010000000091100003c144000200004000008800a0004020120000001100020000000014000d0001402802802800000000004000828100800800000800000001341a0000002200100000021000002800500800008520814002004000000002200404020b4000020000002001300000024a2000000000200
DB00593,Ethosuximide,CCC1(C)CC(=O)NC1=O,0003000001001000001000000000040000000000000000100000000020000000000000000000008000200000400110000400800200000000000000000000000000000000000000000000000000000201000200001004060000000000001000180000000000000000000000001000000000000002000400010000000000000200
DB00594,Amiloride,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,10000002008000000080088010000c300e000040001100000200c000004070011000000000000042012900004000580005008000401000008082010000140104080400000200000400040008002020008001000000018f0021004800002000180014080000000500480000009000800c0100101c004e180180002080c0020280
DB00598,Labetalol,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,0000000001000a082010010200010600000010810002400002000000200014000000098000080ac04830000040008000000088020020000000080000080c2008100000000200000000000400400202010000010018228620020000008140001400000000800000000852000010000000040000000006000ac004000000002600
DB00602,Ivermectin,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,00050040810400000280090080810300c0290140008008010200284028000442002020400110002840000200404090001c02802802820000000804040028900c00820000000001203140a0900200a0010010002010001a000540a00008000012002014000000040000404202a4000020000002408000000a24a2000004000010
DB00603,Medroxyprogesteroneacetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,00010000010000000000010000010300000800000000000000000080000004020100000000108000000000004000d00004028008008000000000040000081008008200008000002002412000000000010000002000000a8001008000000000140020040000000000004040008000000000000200010000022402000002000000
DB00604,Cisapride,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,0400800a89005c0820100108820107000010108002020110060000002200140000000000001009e8082000045001880002808806080010008108144100082008102000000200040000c000000042060140000000180a8700330010800050001c00002001c000040000900a00900000010000030000068811a404000000022a40
DB00608,Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,0001c002010000000010400000000600200c000000002000080080002000000000200000000008c000200004400388000200080600400000000200400004000400040000000000000820000000000201401000001804810820800000801000100000600000000000000080001000008000008000000600000004000000420240
DB00612,Bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,0400000000000008a01001080001060000001090020040000204000000000040000021000000084000200000400080000080000200010000012000010208200810200000020000000080000000020200000000001800002007000080084000100000040180002000004a00000080002000000200000600004000000000000240
