DB00835,Brompheniramine,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,0000400a0000820000104100100106000004002000080000000000200100100000000800000808c0083080044080800000000810000000000002000002040084000000000600040100200008000000016000010018008000208000000040001000000000a00000000012004050000100000000840086000a0000000828000600
DB00836,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,000280000100020000100100000106000000000000004000000000002100000000200900000808c00830000050039800070080a60000000040000000000c0008000000000200000000800000000002010000010018200720010000808150001000002001a00000000004000050000000040000800006000b4000200000822600
DB00841,Dobutamine,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,000000004300020820100102000106000000000080000000020000002000000000000880000808c0083000004000800000000002002000000000000000048008000000000200000000000000000202010000010018200000000000008140001000000000800000000012000010000000040000000006000a0000000000002600
DB00843,Donepezil,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,00010000430008082010010b000106000000100040008000020400002200100000000800000808c008300000500190000400c80a202010000100442120028008000000000200000000082008000202010040010018028250000040000050001400000800c00000010012000090000000000003020006000aa006000000000600
DB00845,Clofazimine,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,0000c00a00800a000400110010000f400004006000000000000080101008100000102100300019d200310004400788180300080403408200000680c0020c000418060800121022080c60410210400405c110000038068130318001408960001000062000c01800c04b088200000001c0040c808c01060c08400c180002020050
DB00847,Cysteamine,NCCS,0000000000000000000000000010040000000000000000000000000000000000000000000000000000000000400000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000002010000
DB00849,Methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,00000000010010000010010000010e000000000000000000000000040000200400000900000809e008300000400090000d0090000000000040000000000000000000000802000001000000100000000100020100182d060000000000814000180001200080000000000000001000000004000000000602130008200000000600
DB00851,Dacarbazine,CN(C)\N=N\C1=C(N=CN1)C(N)=O,000000020100000000000001000005300000005000010000000040008000190100100780400000004029c00040001800000080000130000000020000000c0004000208000200000080000000c02000008100000000004e206100000000004008000400804821140080000020000000000030000c004e0001c0080000c0000000
DB00861,Diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,0000200000000808201001000201020000800001000240100200000000000800000001000001084000000000c000800000008012000010000000000008082008000202000200100004000000401200000000000008020a201000000000400004000000008000000000020000000000411001400000028000c000000000000200
DB00865,Benzphetamine,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,00000000000000000010010000010600000000000000000000000000020010000000088000080840083000004000800000000802000000000000040000000000000000000200000000000000000002010000010018208000000000008140001000000000c0000000000000008000000004000100000600022004000000000600
