DB00006,Bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,00070000010076082010010004010e000018008000000010020000002000200c00200a80000a09c2083000004003b0000e0090320100200180180000001c0008100000000200000100c000180002020100000100383d0e200300008383500018000018018000000040120000100000000c0000120006001ba008400000802e00
DB00035,Desmopressin,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,00030000810036186010010044110f000000000000000110020000002000200c00200a80020f09c2083000004003b0000e009016000420018000000000140008000000000200000100000018004e230140000140382d06200000060387500018000018008080000040120400100000000c0000120006803ba008400003c12600
DB00091,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,0001000081007000001000000400040000000080000000000000000020000408000000000010008000200000400130001602800a000020018018040000080008100000000000000000c1200000002201000000003004061003008083021000180000000100000000004040009000000008000000000400012400400000002200
DB00115,Cyanocobalamin,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,0043200205415842803c417085050f00023c04e6041844d010004f68b00474061020452121918cf70521800cc00390020412b01a0bea2120c00a1cc0003ececc10af08b043800a0639e120004002726bc00a00a13c030e33278084010e54081814220480e00200024e404240f2450d780e50021102468059759a000a48a9a2a0
DB00122,Choline,C[N+](C)(C)CCO,0000000000000000000000000000040000000080000000000000000000000000000000000000000000200000400000000000000000000000000000000008000800000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000400000000000000000200
DB00130,Lglutamine,N[C@@H](CCC(N)=O)C(O)=O,00030000010000000000000000000400000800000000000000000000000000000000000000020080000000004003300004008030010000000000000000080008000000000000000000400000000000010000000010000e0003000000000000100000000000000000000000000000000000000000000400000000000000000000
DB00134,Methionine,CSCC[C@H](N)C(O)=O,00000000000000000000000000100440000000000200200000000000000000008400000000004000000000004008300004018000000400000000000000080008040000000000000000400000000000010000000010000a0003000300000000100000000000000000000000000000000000000000000400000000000001010000
DB00136,Calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0000040081040000000000000000000040080000000000010000000000000400000000000010000800000200400000000002000002800000000004040008000c00000000000000000340209000000001000000000000000001008000000000120000000000000000004040008000000000000000010000002482000004000000
DB00146,Calcidiol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0000040081040000000000000000000040080000000000010000000000000400000000000010000800000200400000000002000000800000000004040008000c00000000000000000240208000000001000000000000000001008000000000120000000000000000004040008000000000000000010000002482000004000000
DB00150,Ltryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,00000002000008000000010041810610000410000000000000002000000000000040080000090840081000044000b0001c0088000040080000000040000c000c000000000200000000600408000000014000010018008a0823800040814000100004380180000000080000000000000004000000000600020004020000000420
DB00153,Ergocalciferol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0000040081040000000000000000000040080000000000010000000000000402000000000010000800000200400000000002000000800000000004040008000c00000000000000000240208000000001000000000000000001008000000000120020000000000000004040008000000000000000010000002482000004000000
DB00158,Folicacid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,1003c00a01a058000018090298010e10001a10c00010c0000000f0042200180116400100000208e0412100044000b0000600882202408000008e0440000c010c180400000200c0000840000040200201401000801c068e40238108400070001c00140000c000000168008000b00400840000c10c00461801e004400080800a80
DB00166,Lipoicacid,OC(=O)CCCC[C@@H]1CCSS1,0001000043000010600000004010000000080000000001000000000000000000002000000000000000000000400210000400800c008400000000000000080008000000000000000000402000000c00010000004000000a0001040100000000100000000000000000000000000000000000000000000000002002000001410000
DB00169,Cholecalciferol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0000040081040000000000000000000040080000000000010000000000000400000000000010000800000200400000000002000000800000000004040008000c00000000000000000240208000000001000000000000000001008000000000120000000000000000004040008000000000000000010000002482000004000000
DB00170,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,000000000000080000000100000102000000000000808002200000010000040381000800009808400810000040009000000080000020000000000000000000000000000402100000003100000000080100400100080202c00000c000004000140000000084000001004000000000000000000000000200028400000000000400
DB00176,Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,00000000010000000090010200050f0000080000100000001000044000002000001089480008085109110000400088010000080001a0000000000000000900180080000002000000804064000080040100000100080080000300000000400010000000008000000448000100920000000000020a000600024018000000000600
DB00179,Masoprocol,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,0000000043000008200001020001020000000000400000000200000000000000000008000008084008100000400080000000000200200000000000000000800800000000020000000000200000020201000001000800000000000000004000100000000080000000001200000000000000000002000200020000000000000400
DB00180,Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,00010002810000000010000000090100003c144000200004000008800a0004020120000001100020000000014000d0001402802802800000000004000828100800800000800000001341a0000002200100000021000002800500800008100814002004000000002000404020b4000020000002000300000024a2000000000200
DB00182,Amphetamine,CC(N)CC1=CC=CC=C1,0000000000000000000001000001060000000000000000000000000000000000000008000008084008100000400080000000000000000000000000000000000000000000020000000000000000000001000001001800000000000000814000100000000080000000000000000000000004000000000600020000000000000400
DB00185,Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,000000000100000000100031801105400410008000000000000000002000001004400000000040c000301000500780100001000200140600008850080008180814040000002000000040000000000201400000201000000013000300003000100000040000082010000002001000200100000200000400200000000005013a00
DB00186,Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,0000c002040400000020112008010600400440a00028004014000000012401000000030100290e45082800244000ec0002008004005080008006004000180008022488005280000108008000000000004010240028000740220020000040001000002080a0000200480800104504108008088098000684034400008022020600
DB00188,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,10018002008032000010090016010e1000000040001000000000c0002000300d10000880000908c0097980006000b00006008003001020000082040020040104080200000600000200000008000002018000010038278e00210040018340001c001408008000000008000000900000840c0000140006080ba020400080002720
DB00195,Betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,04000040000000082010010800010700000010c00200000002040000000000400000000000080840082000004000800000800002010000000124000100083008182000000200000004c0000000020201000100201800000007000080084000100000040180000000001200000080000000000200000600020000000000000640
DB00199,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,00050040010000000010050000010700803c00c000200000000028000800000000200000010000a00020000040009000140080280288000000000000002a900800a200000000000011c0a000000000010010002010000a00070000800800001000000400000000000000000034000020000002000004000a00e2000000000200
DB00201,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0000002a008018000008000002010700000800400000c000000080000000000006400100800000a00c00800c00000000000090000040000000280080000c000c008000000008800000400000000000008000010010000040218000410030000400040000c020000060000000000400000000400000460000c000000000000280
DB00204,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,04002002000008082010010a403106020000108000000000020000000000000800000080000808400820200440008000008004020000000181081041000a000810000000020000000000000000024200400000001824080032000000814000100000008080000000000400000000000d04000200000600020000000000010660
DB00207,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,00010040010000000010050000010700803c00c000200000000028002800000000200000010000a000200000400190001400802a0388000000080000002a900810a200000000000011c0a000000002010010002010000a10070000800810001000000401000000000000020034000020000002000004000a00e2000000002a00
DB00211,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,000000004a005008201001080001060000001080800040000200000000000a040000018000080840082000004000a08000008002200000000110000500082008900000000200000000080000000202000000000038200620020000018340001800000000c000000000080000000000000c000300000600034000400002000600
DB00215,Citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,000000000100000000100102024507000010003108004010000004000500000000100900008808c0083000004081880000000000002110000000002002081008004000000200028000e00000401000010000052018000020010044000050001000000400a0002201000802005000000102000280000684024000000402000e00
DB00216,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,0000000205804a0000120102419106100004110040000810000020000000000000410980010948c008702004600188001801080200640800822000400004000404000000020080040020240000002201c000010018208018208000009b5400190004200080000000080000401400000004400002000600021004020001012620
DB00222,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,00000010018090000110010002b10e000000004808000000080000042000340401000000011828c008202000e00194000400910200010041802000000000000022002008020005000241204000006201800221001825071000008000895000180001000088000000804000001000052c04000400200600030c0a000000012660
DB00227,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,00010040810400000000090080010300c0080040000000010000000000000402000000000110000800000200400090001402802800800000000004040008100c0082000000000020014020800000a0010000002000001a000100a0000000001200200400000000000040620080000000000002000000000a2402000000000000
DB00228,Enflurane,FC(F)OC(F)(F)C(F)Cl,001800000000000000100000000000000200000000000000000000000000000000000000000000000000000040008000000000000000000000000000000800080000000000000000009000000000000000000000000001000000000000c00000000000004800000000000000d000020002000200000000000000000000120600
DB00233,Aminosalicylicacid,NC1=CC(O)=C(C=C1)C(O)=O,00000002800008082000010080090200000000000002400002000000000008000000010000000840000000044000800000008002000000000000004000082008000000000200000000000000000204004000000008020a202000000000400004000000008000000000000000000000000000000000060000c000000000000000
DB00240,Alclometasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,0003000281000000000000000008000000780000000000000000008002000402010000000010000000000400400050000402802800800000000004000008000800000000000020000341200000022001000000018000038001008000000008100020000008000000004040008000000800800000010000002402000000822800
