DB01170,Guanethidine,NC(N)=NCCN1CCCCCCC1,00000000010000000010004000000c0000000000000000000002000020000000000000000000048200200010400100000000000200000008000000000000000000000800000000000000200000000201000000003000001000000001021000100000008000000000400000001000000008000000000400000002000000002200
DB01171,Moclobemide,[H]C1COCCN1CCNC(=O)C1=CC=C(Cl)C=C1,00008000000028000000010084010600000000800000000000000000020010080000000000090840002000004000880002008846000020000010140800080108100000000200000000000000000000000000000028028700120000000240000c00002400c0000000000400008000000108000300000600018004000000020200
DB01175,Escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,000000000100000000100102024507000010003108004010000004000500000000100900008808c0083000004081880000000000002110000000002002081008004000000200028000e00000401000010000052018000020010044000050001000000400a0002201000802005000000102000280000684024000000402000e00
DB01176,Cyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,00000000000000000000010004010600000000000000000000000000030010000000000000090840082000004000800000000802000020000000040000000000000000000200000000000000000000000000000028008000000000200240001000000000e000000000000000c000000008000180000600020004000000000600
DB01177,Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,000500404b0008082000050240050700882800514002c40217103c4009000a010020090001080ae82c1000004000db400400800202a90000000400202a28b00808a00a000200010011d0a0084002020100101520b8020260070040480842041400000c00e000220100080000648000240200028300074802c2e0000402400400
DB01181,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,000400100000000010100000004004400000000000004000000044020000002001000000000100040020000040040000000000020002002000002000002a020820020030402201000083000000000200200000001220091801000080000000100000000108002000020002008001800000000085000400080001004000029200
DB01183,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,04051000430002082010050a00210700001810e1c2000002070010002000864100050880010818c008340000d081d1400480c01a22a10080110c0021020ca01818800200a200810007482008000202010000010018200210030040408350041000000800c0000001001a020810000000040003020006c80a0402000002002e40
DB01184,Domperidone,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,00018002010004000010000000000600001c004000004080000000002000000004200100800009e00d20800c500188000200900e01c40000003200c0000c000400100000000000000060000000000201c00000001800013021800001003000100000600040000000000000001000000000000000004600104008000000422280
DB01191,Dexfenfluramine,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,0000000000010000001001000001060000001001000000000000040000000000000008800008085008300000400080020000000201000000000000000008000800000000020000000000000000000201000001001820000001000000814000100000000080000000000000009000000004000000000600020010000000000600
DB01193,Acebutolol,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,040040020000080860100108000106002400108082022000020000000000020800400010000808d0082800044000902004808022001000000122004110082008102400002200800008800000000202014410000018020600270020800840001400040001c0000000000408001080008020408300000600038000000000000640
